index,h(m) see level,lat,lon,yaw(degree),roll(degree),pitch(degree)
1,114.89423,49.2573611,-123.2431036,118.6368702,1.774059534,-4.974349676
2,114.89423,49.2573547,-123.2430909,118.6368702,1.774059534,-4.974349676
3,114.89423,49.2573547,-123.2430909,116.9002352,0.404349093,-6.909670474
4,114.94547,49.2573547,-123.2430909,116.9002352,0.404349093,-6.909670474
5,114.94547,49.2573466,-123.2430734,116.9002352,0.404349093,-6.909670474
6,114.94547,49.2573466,-123.2430734,116.9895593,0.103551579,-6.350669931
7,114.9275,49.2573466,-123.2430734,116.9895593,0.103551579,-6.350669931
8,114.9275,49.2573328,-123.2430451,116.9895593,0.103551579,-6.350669931
9,114.9275,49.2573328,-123.2430451,118.5387799,-0.308762143,-5.447909034
10,114.9275,49.2573212,-123.243018,118.5387799,-0.308762143,-5.447909034
11,114.94007,49.2573212,-123.243018,118.5387799,-0.308762143,-5.447909034
12,114.94007,49.2573212,-123.243018,117.9516127,-0.317135577,-4.716924896
13,114.94007,49.2573027,-123.2429777,117.9516127,-0.317135577,-4.716924896
14,114.964,49.2573027,-123.2429777,117.9516127,-0.317135577,-4.716924896
15,114.964,49.2573027,-123.2429777,118.297049,-0.087683398,-4.712298262
16,114.964,49.2572841,-123.2429297,118.297049,-0.087683398,-4.712298262
17,115.0376,49.2572841,-123.2429297,118.297049,-0.087683398,-4.712298262
18,115.0376,49.2572841,-123.2429297,119.5792139,1.946847562,-5.998363912
19,115.0376,49.2572593,-123.2428592,119.5792139,1.946847562,-5.998363912
20,115.00343,49.2572593,-123.2428592,119.5792139,1.946847562,-5.998363912
21,115.00343,49.2572593,-123.2428592,119.3889919,1.712042583,-4.526607797
22,115.00343,49.2572363,-123.2427985,119.3889919,1.712042583,-4.526607797
23,114.97176,49.2572363,-123.2427985,119.3889919,1.712042583,-4.526607797
24,114.97176,49.2572363,-123.2427985,118.1054519,1.647667337,-4.921759599
25,114.97176,49.257209,-123.2427327,118.1054519,1.647667337,-4.921759599
26,114.93988,49.257209,-123.2427327,118.1054519,1.647667337,-4.921759599
27,114.93988,49.257209,-123.2427327,118.5288104,0.488884489,-5.058941165
28,114.93988,49.2571738,-123.2426481,118.5288104,0.488884489,-5.058941165
29,115.15953,49.2571738,-123.2426481,118.5288104,0.488884489,-5.058941165
30,115.15953,49.2571738,-123.2426481,117.3226769,0.712825387,-3.620649796
31,115.15953,49.2571365,-123.24255,117.3226769,0.712825387,-3.620649796
32,115.35619,49.2571365,-123.24255,117.3226769,0.712825387,-3.620649796
33,115.35619,49.2571365,-123.24255,119.8313154,1.34622049,-3.369612349
34,115.35619,49.2571042,-123.2424704,119.8313154,1.34622049,-3.369612349
35,115.45545,49.2571042,-123.2424704,119.8313154,1.34622049,-3.369612349
36,115.45545,49.2571042,-123.2424704,121.9066831,-0.01351298,-4.004343588
37,115.45545,49.2570697,-123.2423927,121.9066831,-0.01351298,-4.004343588
38,115.67037,49.2570697,-123.2423927,121.9066831,-0.01351298,-4.004343588
39,115.67037,49.2570697,-123.2423927,119.2085675,0.772639316,-4.47373697
40,115.67037,49.2570409,-123.2423266,119.2085675,0.772639316,-4.47373697
41,115.64162,49.2570409,-123.2423266,119.2085675,0.772639316,-4.47373697
42,115.64162,49.2570409,-123.2423266,119.4092174,0.673841339,-4.254816672
43,115.64162,49.2570132,-123.2422564,119.4092174,0.673841339,-4.254816672
44,115.64295,49.2570132,-123.2422564,119.4092174,0.673841339,-4.254816672
45,115.64295,49.2570132,-123.2422564,121.1415552,1.29889303,-4.23168522
46,115.64295,49.2569849,-123.2421883,121.1415552,1.29889303,-4.23168522
47,115.82914,49.2569849,-123.2421883,121.1415552,1.29889303,-4.23168522
48,115.82914,49.2569849,-123.2421883,120.7145298,1.390477468,-4.221488863
49,115.82914,49.2569605,-123.242134,120.7145298,1.390477468,-4.221488863
50,115.93442,49.2569605,-123.242134,120.7145298,1.390477468,-4.221488863
51,115.93442,49.2569605,-123.242134,119.9700284,-0.22011503,9.395980719
52,115.93442,49.2569301,-123.2420641,119.9700284,-0.22011503,9.395980719
53,115.9231,49.2569301,-123.2420641,119.9700284,-0.22011503,9.395980719
54,115.9231,49.2569301,-123.2420641,121.1272886,2.411245898,19.8436312
55,115.9231,49.2569166,-123.2420223,121.1272886,2.411245898,19.8436312
56,114.89533,49.2569166,-123.2420223,121.1272886,2.411245898,19.8436312
