Date, Time, mavlink_terrain_report_t.current_height, mavlink_gps_raw_int_t.lat, mavlink_gps_raw_int_t.lon, mavlink_attitude_t.yaw, mavlink_attitude_t.roll, mavlink_attitude_t.pitch
2018-09-25, 3:37:48 , -5.968375, 492573195, -1232430844, 1.640414, -0.002169996, -0.01185536
2018-09-25, 3:37:48 , -5.968375, 492573195, -1232430844, 1.640613, -0.002193591, -0.0118561
2018-09-25, 3:37:48 , -5.968375, 492573195, -1232430844, 1.641054, -0.001894373, -0.01209938
2018-09-25, 3:37:48 , -5.968375, 492573171, -1232430809, 1.641054, -0.001894373, -0.01209938
2018-09-25, 3:37:48 , -6.007543, 492573171, -1232430809, 1.641054, -0.001894373, -0.01209938
2018-09-25, 3:37:48 , -6.007543, 492573171, -1232430809, 1.641249, -0.001914821, -0.01222021
2018-09-25, 3:37:49 , -6.007543, 492573171, -1232430809, 1.641477, -0.002063253, -0.01211701
2018-09-25, 3:37:49 , -6.007543, 492573174, -1232430812, 1.641477, -0.002063253, -0.01211701
2018-09-25, 3:37:49 , -6.047093, 492573174, -1232430812, 1.641477, -0.002063253, -0.01211701
2018-09-25, 3:37:49 , -6.047093, 492573174, -1232430812, 1.6414, -0.002384143, -0.01187481
2018-09-25, 3:37:49 , -6.047093, 492573174, -1232430812, 1.641637, -0.00267116, -0.01183025
2018-09-25, 3:37:49 , -6.047093, 492573170, -1232430805, 1.641637, -0.00267116, -0.01183025
2018-09-25, 3:37:50 , -6.096826, 492573170, -1232430805, 1.641637, -0.00267116, -0.01183025
2018-09-25, 3:37:50 , -6.096826, 492573170, -1232430805, 1.641632, -0.002914914, -0.01178853
2018-09-25, 3:37:50 , -6.096826, 492573150, -1232430812, 1.641632, -0.002914914, -0.01178853
2018-09-25, 3:37:50 , -6.186361, 492573150, -1232430812, 1.641632, -0.002914914, -0.01178853
2018-09-25, 3:37:50 , -6.186361, 492573150, -1232430812, 1.64155, -0.002950417, -0.01167356
2018-09-25, 3:37:50 , -6.186361, 492573150, -1232430812, 1.641543, -0.00314185, -0.01153403
2018-09-25, 3:37:50 , -6.186361, 492573153, -1232430812, 1.641543, -0.00314185, -0.01153403
2018-09-25, 3:37:51 , -6.245842, 492573153, -1232430812, 1.641543, -0.00314185, -0.01153403
2018-09-25, 3:37:51 , -6.245842, 492573153, -1232430812, 1.64159, -0.00341893, -0.01143769
2018-09-25, 3:37:51 , -6.245842, 492573153, -1232430812, 1.641504, -0.003636996, -0.01136112
