index,h(m) see level,lat,lon,yaw(degree),roll(degree),pitch(degree)
4,115.0635,49.25735,-123.2430813,119.1100006,0.159999996,0.150000006
5,115.00482,49.25735,-123.2430813,119.1100006,0.460000008,-7.570000172
6,115.00482,49.2573353,-123.243049,119.0999985,0.460000008,-8.220000267
7,115.00482,49.2573353,-123.243049,123.8799973,-0.810000002,-11.72000027
8,114.95824,49.2573353,-123.243049,123.5299988,-0.610000014,-12.96000004
9,114.95824,49.2573213,-123.2430158,122.2099991,0,-14.19999981
10,114.95824,49.2573213,-123.2430158,121.5299988,0.270000011,-14.89999962
11,114.96145,49.2573213,-123.2430158,121.7799988,0.119999997,-15.14000034
12,114.96145,49.2573078,-123.2429804,122.2600021,-0.239999995,-15.47999954
13,114.96145,49.2573078,-123.2429804,122.4100037,-0.360000014,-15.85999966
14,114.99451,49.2573078,-123.2429804,122.2300034,-0.25,-16.02000046
15,114.99451,49.2572892,-123.2429308,122.0199966,-0.079999998,-16.25
16,114.99451,49.2572892,-123.2429308,121.9899979,-0.01,-16.42000008
17,115.00928,49.2572892,-123.2429308,122.0899963,-0.090000004,-16.61000061
18,115.00928,49.2572737,-123.2428904,122.1800003,-0.209999993,-16.73999977
19,115.00928,49.2572737,-123.2428904,122.1900024,-0.170000002,-16.87999916
20,115.01567,49.2572737,-123.2428904,122.1500015,-0.129999995,-16.94000053
21,115.01567,49.2572522,-123.2428411,122.1399994,-0.129999995,-17.12000084
22,115.01567,49.2572522,-123.2428411,122.1600037,-0.109999999,-17.27000046
23,115.00226,49.2572522,-123.2428411,122.1999969,-0.129999995,-17.30999947
24,115.00226,49.2572314,-123.2427914,122.2300034,-0.090000004,-17.35000038
25,115.00226,49.2572314,-123.2427914,122.25,-0.100000001,-17.5
26,115.01168,49.2572314,-123.2427914,122.2600021,-0.129999995,-17.52000046
27,115.01168,49.2572038,-123.242726,122.2600021,-0.059999999,-17.57999992
28,115.01168,49.2572038,-123.242726,122.2699966,-0.079999998,-17.67000008
29,115.07067,49.2572038,-123.242726,122.2799988,-0.100000001,-17.70999908
30,115.07067,49.257175,-123.2426589,122.2900009,-0.01,-17.73999977
31,115.07067,49.257175,-123.2426589,122.2900009,-0.039999999,-17.85000038
32,115.12781,49.257175,-123.2426589,122.2900009,-0.109999999,-17.81999969
33,115.12781,49.2571515,-123.2425953,122.2799988,-0.079999998,-17.89999962
34,115.12781,49.2571515,-123.2425953,122.2900009,-0.039999999,-17.96999931
35,115.33786,49.2571515,-123.2425953,122.3000031,0.029999999,-17.94000053
36,115.33786,49.2571224,-123.242512,122.3099976,0.01,-17.96999931
37,115.33786,49.2571224,-123.242512,122.3199997,0,-18.02000046
38,115.35366,49.2571224,-123.242512,122.3300018,0.02,-18.15999985
39,115.35366,49.2570885,-123.2424248,122.3300018,0.029999999,-18.12000084
40,115.35366,49.2570885,-123.2424248,122.3399963,0.01,-18.12000084
41,115.63668,49.2570885,-123.2424248,122.3399963,0.01,-18.07999992
42,115.63668,49.2570572,-123.2423518,122.3399963,0.01,-18.11000061
43,115.63668,49.2570572,-123.2423518,122.3399963,0.059999999,-18.20999908
44,115.87027,49.2570572,-123.2423518,122.3300018,0.059999999,-18.13999939
45,115.87027,49.2570218,-123.2422747,122.3300018,0.07,-18.19000053
46,115.87027,49.2570218,-123.2422747,122.3300018,0.07,-18.23999977
47,115.94468,49.2570218,-123.2422747,122.3300018,0.079999998,-18.21999931
48,115.94468,49.2569838,-123.2421949,122.3300018,0.039999999,-18.22999954
49,115.94468,49.2569838,-123.2421949,122.3300018,0.109999999,-18.20000076
50,115.91275,49.2569838,-123.2421949,122.3300018,0.109999999,-18.34000015
51,115.91275,49.256953,-123.2421271,122.3399963,0.140000001,-18.29999924
52,115.91275,49.256953,-123.2421271,122.3499985,0.109999999,-18.27000046
53,115.92635,49.256953,-123.2421271,122.3499985,0.07,-18.28000069
54,115.92635,49.2569254,-123.2420562,122.3300018,0.07,-18.31999969
55,115.92635,49.2569254,-123.2420562,122.3099976,0.07,-18.32999992
56,115.10744,49.2569254,-123.2420562,122.3000031,0.090000004,-18.32999992
57,115.10744,49.2569128,-123.2420146,122.2900009,0.039999999,-18.27000046
