index,height (m) sea level,lat,lon,yaw(degree),roll(dgree),pitch(degree)
1,114.1999969,49.257345,-123.2430821,119.1200027,0.01,0.129999995
2,114.9199982,49.257345,-123.2430821,119.1200027,0.519999981,-8.100000381
3,114.9499969,49.257345,-123.2430821,123.6699982,-0.610000014,-11.46000004
4,114.9499969,49.2573411,-123.2430618,123.7600021,-0.769999981,-12.75
5,114.9599991,49.2573411,-123.2430618,122.4599991,-0.109999999,-14.01000023
6,114.9599991,49.2573411,-123.2430618,121.5400009,0.219999999,-14.78999996
7,114.9599991,49.2573411,-123.2430618,121.6100006,0.150000006,-15.14000034
8,114.9599991,49.2573326,-123.2430339,122.1100006,-0.159999996,-15.43999958
9,114.9599991,49.2573326,-123.2430339,122.3600006,-0.319999993,-15.77999973
10,114.9599991,49.2573326,-123.2430339,122.25,-0.239999995,-16.05999947
11,114.9700012,49.2573258,-123.2430211,122.0500031,-0.119999997,-16.20999908
12,114.9700012,49.2573258,-123.2430211,122,-0.079999998,-16.35000038
13,114.9700012,49.2573258,-123.2430211,122.0800018,-0.079999998,-16.54000092
14,114.9700012,49.2573258,-123.2430211,122.1699982,-0.209999993,-16.65999985
15,114.9700012,49.2573114,-123.242991,122.1999969,-0.200000003,-16.79000092
16,114.9700012,49.2573114,-123.242991,122.1699982,-0.090000004,-16.87000084
17,114.9700012,49.2573114,-123.242991,122.1600037,-0.109999999,-17.03000069
18,114.9800034,49.2573114,-123.242991,122.1900024,-0.150000006,-17.21999931
19,114.9800034,49.257299,-123.2429636,122.2200012,-0.159999996,-17.27000046
20,114.9800034,49.257299,-123.2429636,122.2399979,-0.119999997,-17.38999939
21,114.9800034,49.257299,-123.2429636,122.2399979,-0.039999999,-17.44000053
22,114.9800034,49.2572881,-123.2429364,122.2600021,-0.02,-17.55999947
23,114.9800034,49.2572881,-123.2429364,122.2799988,-0.090000004,-17.62000084
24,114.9800034,49.2572881,-123.2429364,122.2900009,-0.07,-17.68000031
25,114.9800034,49.2572881,-123.2429364,122.2900009,-0.07,-17.67000008
26,114.9800034,49.2572728,-123.2428989,122.2799988,-0.100000001,-17.79000092
27,114.9800034,49.2572728,-123.2428989,122.2699966,-0.029999999,-17.87999916
28,114.9899979,49.2572623,-123.2428607,122.2699966,-0.07,-17.87999916
29,114.9899979,49.2572623,-123.2428607,122.2699966,-0.039999999,-17.86000061
30,114.9899979,49.2572623,-123.2428607,122.2699966,-0.029999999,-17.96999931
31,114.9899979,49.2572623,-123.2428607,122.2699966,-0.059999999,-17.94000053
32,114.9899979,49.2572477,-123.242817,122.2699966,0,-17.96999931
33,114.9800034,49.2572477,-123.242817,122.2900009,-0.01,-18.04999924
34,114.9800034,49.2572477,-123.242817,122.2900009,-0.029999999,-18.04000092
35,114.9800034,49.257224,-123.2427622,122.2900009,0,-18.04999924
36,114.9899979,49.257224,-123.2427622,122.2799988,0.02,-18.12999916
37,114.9899979,49.257224,-123.2427622,122.2600021,-0.039999999,-18.09000015
38,114.9899979,49.2571995,-123.2427091,122.2600021,-0.01,-18.13999939
39,114.9899979,49.2571995,-123.2427091,122.2600021,0.02,-18.20000076
40,114.9800034,49.2571995,-123.2427091,122.2600021,0.07,-18.13999939
41,114.9899979,49.2571718,-123.2426427,122.2799988,0.059999999,-18.13999939
42,114.9899979,49.2571718,-123.2426427,122.2900009,0.039999999,-18.19000053
43,114.9899979,49.2571718,-123.2426427,122.2900009,0.07,-18.29999924
44,114.9899979,49.2571718,-123.2426427,122.3000031,0.079999998,-18.26000023
45,114.9800034,49.2571405,-123.2425729,122.3099976,0.050000001,-18.26000023
46,114.9800034,49.2571405,-123.2425729,122.3099976,0.050000001,-18.21999931
47,114.9800034,49.2571405,-123.2425729,122.3000031,0.050000001,-18.22999954
48,114.9800034,49.2571075,-123.2424897,122.3000031,0.090000004,-18.29999924
49,114.9800034,49.2571075,-123.2424897,122.3099976,0.109999999,-18.23999977
50,114.9800034,49.2571075,-123.2424897,122.3099976,0.109999999,-18.27000046
51,114.9800034,49.2570759,-123.2423864,122.3099976,0.109999999,-18.30999947
52,114.9800034,49.2570759,-123.2423864,122.3099976,0.129999995,-18.30999947
53,114.9800034,49.2570759,-123.2423864,122.3000031,0.109999999,-18.29000092
54,114.9899979,49.2570409,-123.2422914,122.3099976,0.129999995,-18.26000023
55,114.9899979,49.2570409,-123.2422914,122.3099976,0.119999997,-18.39999962
56,114.9899979,49.2570409,-123.2422914,122.3099976,0.159999996,-18.35000038
57,114.9899979,49.2569976,-123.2421947,122.3099976,0.150000006,-18.30999947
58,114.9899979,49.2569976,-123.2421947,122.3000031,0.109999999,-18.23999977
59,114.9899979,49.2569976,-123.2421947,122.2900009,0.109999999,-17.77000046
60,114.9899979,49.2569976,-123.2421947,122.2799988,0.079999998,-17.04999924
61,114.9899979,49.2569618,-123.2420965,122.3000031,0.129999995,-16.11000061
62,114.9899979,49.2569618,-123.2420965,122.3099976,0.079999998,-14.97000027
63,114.9899979,49.2569618,-123.2420965,122.3399963,0.129999995,-13.60000038
64,114.9899979,49.2569298,-123.2420259,122.3700027,0.219999999,-11.97000027
