index,height (m) sea level,lat,lon,yaw(degree),roll(dgree),pitch(degree)
1,114.1500015,49.257305,-123.2429722,119.1100006,0.079999998,0.090000004
2,114.9199982,49.257305,-123.2429722,119.0999985,0.469999999,-7.619999886
3,114.9400024,49.257305,-123.2429722,119.1100006,0.49000001,-8.25
4,114.9499969,49.2572907,-123.2429375,123.9199982,-0.819999993,-11.75
5,114.9599991,49.2572907,-123.2429375,123.5400009,-0.75,-12.93000031
6,114.9599991,49.2572907,-123.2429375,122.1500015,0.029999999,-14.22000027
7,114.9599991,49.2572794,-123.2429107,121.4400024,0.319999993,-14.89999962
8,114.9599991,49.2572794,-123.2429107,121.7200012,0.079999998,-15.25
9,114.9599991,49.2572794,-123.2429107,122.2399979,-0.25999999,-15.60000038
10,114.9599991,49.2572794,-123.2429107,122.4100037,-0.349999994,-15.86999989
11,114.9700012,49.2572648,-123.2428728,122.2200012,-0.219999999,-16
12,114.9700012,49.2572648,-123.2428728,122.0100021,-0.039999999,-16.22999954
13,114.9700012,49.2572648,-123.2428728,121.9800034,-0.109999999,-16.37000084
14,114.9700012,49.2572486,-123.2428318,122.0800018,-0.150000006,-16.51000023
15,114.9700012,49.2572486,-123.2428318,122.1699982,-0.150000006,-16.62999916
16,114.9700012,49.2572486,-123.2428318,122.1800003,-0.180000007,-16.81999969
17,114.9800034,49.2572486,-123.2428318,122.1600037,-0.150000006,-17.03000069
18,114.9800034,49.2572321,-123.2427878,122.1500015,-0.170000002,-17.09000015
19,114.9800034,49.2572321,-123.2427878,122.1800003,-0.119999997,-17.20000076
20,114.9800034,49.2572321,-123.2427878,122.1999969,-0.07,-17.31999969
21,114.9800034,49.2572149,-123.2427422,122.2300034,-0.059999999,-17.42000008
22,114.9800034,49.2572149,-123.2427422,122.25,-0.119999997,-17.46999931
23,114.9800034,49.2572149,-123.2427422,122.2600021,-0.090000004,-17.54999924
24,114.9800034,49.2572149,-123.2427422,122.2600021,-0.07,-17.56999969
25,114.9800034,49.2571952,-123.2426855,122.2600021,-0.109999999,-17.69000053
26,114.9800034,49.2571952,-123.2426855,122.2600021,-0.039999999,-17.80999947
27,114.9800034,49.2571952,-123.2426855,122.2699966,-0.079999998,-17.79999924
28,114.9899979,49.2571718,-123.2426166,122.2799988,-0.039999999,-17.78000069
29,114.9899979,49.2571718,-123.2426166,122.2799988,-0.059999999,-17.89999962
30,114.9899979,49.2571718,-123.2426166,122.2900009,-0.079999998,-17.88999939
31,114.9899979,49.2571496,-123.2425631,122.2799988,-0.02,-17.90999985
32,114.9800034,49.2571496,-123.2425631,122.2799988,-0.02,-18.01000023
33,114.9800034,49.2571496,-123.2425631,122.2799988,-0.039999999,-17.98999977
34,114.9800034,49.2571248,-123.2425002,122.2900009,0,-18.01000023
35,114.9800034,49.2571248,-123.2425002,122.2900009,0.01,-18.07999992
36,114.9899979,49.2571248,-123.2425002,122.2900009,-0.039999999,-18.04999924
37,114.9899979,49.2571248,-123.2425002,122.2799988,-0.02,-18.10000038
38,114.9899979,49.2570958,-123.2424393,122.2699966,0,-18.15999985
39,114.9800034,49.2570958,-123.2424393,122.2699966,0.050000001,-18.11000061
40,114.9899979,49.2570958,-123.2424393,122.2900009,0.029999999,-18.11000061
41,114.9899979,49.2570701,-123.2423777,122.3000031,0.029999999,-18.15999985
42,114.9899979,49.2570701,-123.2423777,122.3000031,0.059999999,-18.28000069
43,114.9899979,49.2570701,-123.2423777,122.3000031,0.059999999,-18.23999977
44,114.9800034,49.2570424,-123.2423214,122.3000031,0.039999999,-18.23999977
45,114.9800034,49.2570424,-123.2423214,122.3000031,0.039999999,-18.19000053
46,114.9800034,49.2570424,-123.2423214,122.3000031,0.050000001,-18.21999931
47,114.9800034,49.2570424,-123.2423214,122.3000031,0.100000001,-18.29000092
48,114.9800034,49.257012,-123.2422558,122.3199997,0.100000001,-18.22999954
49,114.9800034,49.257012,-123.2422558,122.3199997,0.109999999,-18.26000023
50,114.9800034,49.257012,-123.2422558,122.3199997,0.109999999,-18.30999947
51,114.9800034,49.2569841,-123.2421875,122.3199997,0.109999999,-18.29999924
52,114.9800034,49.2569841,-123.2421875,122.3099976,0.079999998,-18.29000092
53,114.9899979,49.2569841,-123.2421875,122.3099976,0.129999995,-18.25
54,114.9899979,49.2569585,-123.2421144,122.3099976,0.109999999,-18.37999916
55,114.9899979,49.2569585,-123.2421144,122.3099976,0.159999996,-18.34000015
56,114.9899979,49.2569585,-123.2421144,122.3099976,0.140000001,-18.30999947
57,114.9899979,49.256936,-123.2420521,122.3099976,0.109999999,-18.31999969
58,114.9899979,49.256936,-123.2420521,122.3000031,0.079999998,-18.37000084
59,114.9899979,49.256936,-123.2420521,122.2900009,0.07,-18.22999954
60,114.9899979,49.2569231,-123.24202,122.2799988,0.109999999,-17.61000061
