index,height (m) sea level,lat,lon,yaw(degree),roll(dgree),pitch(degree)
1,114.99005,49.2573426,-123.2430615,122.1222298,1.876337084,-0.050631816
2,115.05086,49.2573426,-123.2430615,122.1222298,1.876337084,-0.050631816
3,115.05086,49.2573275,-123.2430223,122.1222298,1.876337084,-0.050631816
4,115.05086,49.2573275,-123.2430223,123.1670756,1.542721522,-1.919540394
5,114.91549,49.2573275,-123.2430223,123.1670756,1.542721522,-1.919540394
6,114.91549,49.257308,-123.2429781,123.1670756,1.542721522,-1.919540394
7,114.91549,49.257308,-123.2429781,122.3825245,1.097174644,-2.099584933
8,114.91549,49.257308,-123.2429781,120.6946482,0.057845246,-2.923654087
9,114.91549,49.2572849,-123.2429303,120.6946482,0.057845246,-2.923654087
10,114.86348,49.2572849,-123.2429303,120.6946482,0.057845246,-2.923654087
11,114.86348,49.2572849,-123.2429303,119.0901945,0.052364739,-1.970571453
12,114.86348,49.2572588,-123.2428726,119.0901945,0.052364739,-1.970571453
13,114.81435,49.2572588,-123.2428726,119.0901945,0.052364739,-1.970571453
14,114.81435,49.2572588,-123.2428726,119.2320588,-0.512779981,-1.285414198
15,114.81435,49.2572365,-123.2428179,119.2320588,-0.512779981,-1.285414198
16,114.81659,49.2572365,-123.2428179,119.2320588,-0.512779981,-1.285414198
17,114.81659,49.2572365,-123.2428179,119.0060842,-1.345060823,-1.119392228
18,114.81659,49.2572365,-123.2428179,119.8890695,0.073200286,-0.724063381
19,114.81659,49.2572095,-123.2427484,119.8890695,0.073200286,-0.724063381
20,114.92908,49.2572095,-123.2427484,119.8890695,0.073200286,-0.724063381
21,114.92908,49.2572095,-123.2427484,110.7806448,-0.497769231,-0.376649047
22,114.92908,49.2571856,-123.2426762,110.7806448,-0.497769231,-0.376649047
23,115.1028,49.2571856,-123.2426762,110.7806448,-0.497769231,-0.376649047
24,115.1028,49.2571856,-123.2426762,110.7573828,1.132922626,-0.739392867
25,115.1028,49.2571661,-123.2426148,110.7573828,1.132922626,-0.739392867
26,115.2239,49.2571661,-123.2426148,110.7573828,1.132922626,-0.739392867
27,115.2239,49.2571661,-123.2426148,132.050156,5.199981029,-0.492313584
28,115.2239,49.2571461,-123.2425595,132.050156,5.199981029,-0.492313584
29,115.2239,49.2571461,-123.2425595,127.0067523,-3.474561028,-2.499443011
30,115.32511,49.2571461,-123.2425595,127.0067523,-3.474561028,-2.499443011
31,115.32511,49.2571461,-123.2425595,132.8886797,2.361103497,-0.469233297
32,115.32511,49.2571233,-123.2425041,132.8886797,2.361103497,-0.469233297
33,115.49524,49.2571233,-123.2425041,132.8886797,2.361103497,-0.469233297
34,115.49524,49.2571233,-123.2425041,122.1021763,-0.170224901,-4.409011074
35,115.49524,49.2571017,-123.2424514,122.1021763,-0.170224901,-4.409011074
36,115.49524,49.2571017,-123.2424514,125.4960345,-0.004501869,-1.828020126
37,115.49501,49.2571017,-123.2424514,125.4960345,-0.004501869,-1.828020126
38,115.49501,49.2570753,-123.2423845,125.4960345,-0.004501869,-1.828020126
39,115.49501,49.2570753,-123.2423845,123.5666564,0.455284296,-2.826888963
40,115.59276,49.2570753,-123.2423845,123.5666564,0.455284296,-2.826888963
41,115.59276,49.2570753,-123.2423845,122.6794886,0.712539481,-2.193320828
42,115.59276,49.2570548,-123.2423282,122.6794886,0.712539481,-2.193320828
43,115.59225,49.2570548,-123.2423282,122.6794886,0.712539481,-2.193320828
44,115.59225,49.2570548,-123.2423282,121.3360171,2.353900271,-1.422663946
45,115.59225,49.257031,-123.2422738,121.3360171,2.353900271,-1.422663946
46,115.59225,49.257031,-123.2422738,126.0848059,-1.346893142,-3.400142978
47,115.56087,49.257031,-123.2422738,126.0848059,-1.346893142,-3.400142978
48,115.56087,49.257031,-123.2422738,124.1043773,-0.28606929,-8.145500331
49,115.56087,49.2570084,-123.2422204,124.1043773,-0.28606929,-8.145500331
50,115.51106,49.2570084,-123.2422204,124.1043773,-0.28606929,-8.145500331
51,115.51106,49.2570084,-123.2422204,122.8486257,-1.578019733,-4.732099683
52,115.51106,49.2569776,-123.2421575,122.8486257,-1.578019733,-4.732099683
53,115.49563,49.2569776,-123.2421575,122.8486257,-1.578019733,-4.732099683
54,115.49563,49.2569776,-123.2421575,117.7664328,-4.033134145,-5.757664342
55,115.49563,49.2569521,-123.2421028,117.7664328,-4.033134145,-5.757664342
56,115.49563,49.2569521,-123.2421028,124.1903783,-3.993872212,0.928976007
57,115.37551,49.2569521,-123.2421028,124.1903783,-3.993872212,0.928976007
58,115.37551,49.2569521,-123.2421028,125.7084299,0.160861568,8.222116247
59,115.37551,49.2569294,-123.2420502,125.7084299,0.160861568,8.222116247
60,114.78505,49.2569294,-123.2420502,125.7084299,0.160861568,8.222116247
61,114.78505,49.2569294,-123.2420502,123.81744,-3.0340642,19.55704917
62,114.78505,49.2569198,-123.2420165,123.81744,-3.0340642,19.55704917
63,114.78505,49.2569198,-123.2420165,121.9102354,0.172611729,6.507471291
