index,height (m) sea level,lat,lon,yaw(degree),roll(dgree),pitch(degree)
1,114.62963,49.2573716,-123.2431376,77.00466823,1.593725079,-1.458888056
2,114.62963,49.2573716,-123.2431376,86.24435752,-3.283297976,1.49936466
3,114.62963,49.2573615,-123.2431225,86.24435752,-3.283297976,1.49936466
4,114.62963,49.2573615,-123.2431225,116.2350885,-1.219374509,1.53403319
5,114.74085,49.2573615,-123.2431225,116.2350885,-1.219374509,1.53403319
6,114.74085,49.2573496,-123.2430999,116.2350885,-1.219374509,1.53403319
7,114.74085,49.2573496,-123.2430999,118.2357425,-0.362951918,0.398873106
8,114.83237,49.2573496,-123.2430999,118.2357425,-0.362951918,0.398873106
9,114.83237,49.2573496,-123.2430999,115.585297,-0.57844845,0.149749567
10,114.83237,49.2573407,-123.2430764,115.585297,-0.57844845,0.149749567
11,114.83237,49.2573407,-123.2430764,117.6417571,-1.666502178,0.411190782
12,114.90408,49.2573407,-123.2430764,117.6417571,-1.666502178,0.411190782
13,114.90408,49.2573264,-123.2430385,117.6417571,-1.666502178,0.411190782
14,114.90408,49.2573264,-123.2430385,118.2080113,0.856086036,2.124842058
15,114.87418,49.2573264,-123.2430385,118.2080113,0.856086036,2.124842058
16,114.87418,49.2573183,-123.2430058,118.2080113,0.856086036,2.124842058
17,114.87418,49.2573183,-123.2430058,119.2352674,1.112454855,0.46893089
18,114.87423,49.2573183,-123.2430058,119.2352674,1.112454855,0.46893089
19,114.87423,49.2573183,-123.2430058,122.6215625,2.393454413,-0.20880066
20,114.87423,49.2573015,-123.2429535,122.6215625,2.393454413,-0.20880066
21,114.87423,49.2573015,-123.2429535,124.6171172,1.74337879,0.593627248
22,114.82829,49.2573015,-123.2429535,124.6171172,1.74337879,0.593627248
23,114.82829,49.2572837,-123.2429058,124.6171172,1.74337879,0.593627248
24,114.82829,49.2572837,-123.2429058,124.2146144,2.371981674,-0.742016441
25,114.85463,49.2572837,-123.2429058,124.2146144,2.371981674,-0.742016441
26,114.85463,49.2572599,-123.2428385,124.2146144,2.371981674,-0.742016441
27,114.85463,49.2572599,-123.2428385,124.1179564,2.261959453,-0.896296214
28,115.03316,49.2572599,-123.2428385,124.1179564,2.261959453,-0.896296214
29,115.03316,49.2572278,-123.2427584,124.1179564,2.261959453,-0.896296214
30,115.03316,49.2572278,-123.2427584,124.6344206,1.041366263,-1.321810769
31,115.19402,49.2572278,-123.2427584,124.6344206,1.041366263,-1.321810769
32,115.19402,49.2572278,-123.2427584,124.9833519,0.035404048,-0.022021461
33,115.19402,49.257194,-123.2426848,124.9833519,0.035404048,-0.022021461
34,115.19402,49.257194,-123.2426848,124.3470249,0.491286328,0.809246736
35,115.28707,49.257194,-123.2426848,124.3470249,0.491286328,0.809246736
36,115.28707,49.2571537,-123.2425913,124.3470249,0.491286328,0.809246736
37,115.28707,49.2571537,-123.2425913,121.7297537,0.476372982,0.490384665
38,115.38834,49.2571537,-123.2425913,121.7297537,0.476372982,0.490384665
39,115.38834,49.2571195,-123.2425012,121.7297537,0.476372982,0.490384665
40,115.38834,49.2571195,-123.2425012,123.4281725,0.832311725,0.753614826
41,115.51126,49.2571195,-123.2425012,123.4281725,0.832311725,0.753614826
42,115.51126,49.2570836,-123.2424081,123.4281725,0.832311725,0.753614826
43,115.51126,49.2570836,-123.2424081,125.4020694,0.084208123,0.792064304
44,115.46596,49.2570836,-123.2424081,125.4020694,0.084208123,0.792064304
45,115.46596,49.2570532,-123.2423414,125.4020694,0.084208123,0.792064304
46,115.46596,49.2570532,-123.2423414,123.3925918,-0.783311228,0.548878155
47,115.46596,49.2570532,-123.2423414,122.3032272,-0.336690111,1.508313688
48,115.59094,49.2570532,-123.2423414,122.3032272,-0.336690111,1.508313688
49,115.59094,49.2570196,-123.2422603,122.3032272,-0.336690111,1.508313688
50,115.59094,49.2570196,-123.2422603,123.7929174,-0.044079958,2.353114746
51,115.69694,49.2570196,-123.2422603,123.7929174,-0.044079958,2.353114746
52,115.69694,49.2569817,-123.2421777,123.7929174,-0.044079958,2.353114746
53,115.69694,49.2569817,-123.2421777,125.344258,0.249175048,2.257207914
54,115.77576,49.2569817,-123.2421777,125.344258,0.249175048,2.257207914
55,115.77576,49.2569527,-123.2421071,125.344258,0.249175048,2.257207914
56,115.77576,49.2569527,-123.2421071,122.4399349,0.24049342,9.942467864
57,115.5926,49.2569527,-123.2421071,122.4399349,0.24049342,9.942467864
58,115.5926,49.2569279,-123.2420449,122.4399349,0.24049342,9.942467864
59,115.5926,49.2569279,-123.2420449,122.9163493,2.720160677,14.92789969
60,115.5926,49.2569279,-123.2420449,119.7206772,3.705315769,16.60937612
