index,height (m) sea level,lat,lon,yaw(degree),roll(dgree),pitch(degree)
1,114.78996,49.2573344,-123.2430386,123.3607927,3.459288265,-1.218232031
2,114.80241,49.2573344,-123.2430386,123.3607927,3.459288265,-1.218232031
3,114.80241,49.2573254,-123.2430205,123.3607927,3.459288265,-1.218232031
4,114.80241,49.2573254,-123.2430205,121.596541,5.03761453,-0.541708161
5,114.90563,49.2573254,-123.2430205,121.596541,5.03761453,-0.541708161
6,114.90563,49.2573254,-123.2430205,122.3837277,4.113799727,0.21599426
7,114.90563,49.257311,-123.2429889,122.3837277,4.113799727,0.21599426
8,114.90563,49.257311,-123.2429889,122.2416915,3.651604987,-0.075489768
9,114.92121,49.257311,-123.2429889,122.2416915,3.651604987,-0.075489768
10,114.92121,49.2572926,-123.2429509,122.2416915,3.651604987,-0.075489768
11,114.92121,49.2572926,-123.2429509,121.8823897,3.597478237,-1.094112184
12,114.92121,49.2572926,-123.2429509,120.2951247,3.579402564,1.251929398
13,114.90746,49.2572926,-123.2429509,120.2951247,3.579402564,1.251929398
14,114.90746,49.2572784,-123.24292,120.2951247,3.579402564,1.251929398
15,114.90746,49.2572784,-123.24292,119.9810865,3.254041032,2.013139925
16,114.94485,49.2572784,-123.24292,119.9810865,3.254041032,2.013139925
17,114.94485,49.2572602,-123.2428758,119.9810865,3.254041032,2.013139925
18,114.94485,49.2572602,-123.2428758,120.3459461,3.431380637,2.461355641
19,114.94485,49.2572602,-123.2428758,119.6433852,3.860827974,2.370961809
20,114.99258,49.2572602,-123.2428758,119.6433852,3.860827974,2.370961809
21,114.99258,49.2572427,-123.2428281,119.6433852,3.860827974,2.370961809
22,114.99258,49.2572427,-123.2428281,118.582382,3.969787931,2.866551394
23,115.03034,49.2572427,-123.2428281,118.582382,3.969787931,2.866551394
24,115.03034,49.2572196,-123.2427672,118.582382,3.969787931,2.866551394
25,115.03034,49.2572196,-123.2427672,120.2402353,3.92189267,3.159808382
26,115.03034,49.2571997,-123.2427064,120.2402353,3.92189267,3.159808382
27,115.03034,49.2571997,-123.2427064,121.2571208,4.305910184,3.221538282
28,115.1065,49.2571997,-123.2427064,121.2571208,4.305910184,3.221538282
29,115.1065,49.2571997,-123.2427064,122.0506674,4.281734802,2.889950417
30,115.1065,49.2571799,-123.2426489,122.0506674,4.281734802,2.889950417
31,115.20649,49.2571799,-123.2426489,122.0506674,4.281734802,2.889950417
32,115.20649,49.2571799,-123.2426489,125.0300479,4.60748079,2.607769849
33,115.20649,49.2571541,-123.2425797,125.0300479,4.60748079,2.607769849
34,115.32637,49.2571541,-123.2425797,125.0300479,4.60748079,2.607769849
35,115.32637,49.2571541,-123.2425797,125.1779856,4.802159816,2.596462527
36,115.32637,49.2571253,-123.2425087,125.1779856,4.802159816,2.596462527
37,115.44508,49.2571253,-123.2425087,125.1779856,4.802159816,2.596462527
38,115.44508,49.2571253,-123.2425087,125.7723147,5.023304336,2.586413993
39,115.44508,49.2570935,-123.2424217,125.7723147,5.023304336,2.586413993
40,115.52088,49.2570935,-123.2424217,125.7723147,5.023304336,2.586413993
41,115.52088,49.2570935,-123.2424217,125.8873647,4.949749734,1.214188095
42,115.52088,49.2570935,-123.2424217,124.3469676,4.361441826,1.389847788
43,115.52088,49.2570594,-123.2423468,124.3469676,4.361441826,1.389847788
44,115.61057,49.2570594,-123.2423468,124.3469676,4.361441826,1.389847788
45,115.61057,49.2570594,-123.2423468,124.7393291,3.501795431,2.295545093
46,115.61057,49.2570255,-123.24227,124.7393291,3.501795431,2.295545093
47,115.71113,49.2570255,-123.24227,124.7393291,3.501795431,2.295545093
48,115.71113,49.2570255,-123.24227,124.0670777,3.560051488,3.053651908
49,115.71113,49.2569912,-123.2421915,124.0670777,3.560051488,3.053651908
50,115.715,49.2569912,-123.2421915,124.0670777,3.560051488,3.053651908
51,115.715,49.2569912,-123.2421915,122.3068941,3.955946416,1.331790547
52,115.715,49.2569647,-123.2421217,122.3068941,3.955946416,1.331790547
53,115.715,49.2569647,-123.2421217,124.4126286,4.7259295,2.037719242
54,115.85965,49.2569647,-123.2421217,124.4126286,4.7259295,2.037719242
55,115.85965,49.2569647,-123.2421217,121.6255327,4.913090175,17.70773621
56,115.85965,49.2569371,-123.2420541,121.6255327,4.913090175,17.70773621
57,115.73487,49.2569371,-123.2420541,121.6255327,4.913090175,17.70773621
58,115.73487,49.2569371,-123.2420541,127.7376173,7.338907536,21.69255455
59,115.73487,49.2569258,-123.2420212,127.7376173,7.338907536,21.69255455
60,114.59065,49.2569258,-123.2420212,127.7376173,7.338907536,21.69255455
61,114.59065,49.2569258,-123.2420212,125.7469327,6.885279661,12.24978609
62,114.59065,49.2569269,-123.2420108,125.7469327,6.885279661,12.24978609
63,114.59065,49.2569269,-123.2420108,120.765122,6.827668754,9.201461548
