index,altitude - sea level (m),latitude (degree),longitude (degree),yaw - north is zero (degree),roll (degree),pitch (degree)
1,105.3199996948242,-37.91399383544922,145.1376953125,356.1099853515625,21.98999977111816,-3.730000019073486
2,105.9000015258789,-37.91399002075195,145.1376953125,356.4599914550781,25.03000068664551,-10.15999984741211
3,105.9300003051758,-37.91398620605469,145.1376953125,1.879999995231628,27.21999931335449,-8.579999923706055
4,105.9400024414062,-37.91398239135742,145.1376953125,19.26000022888184,23.5,-17.29000091552734
5,105.9400024414062,-37.91397857666016,145.1377105712891,52.22999954223633,-6.320000171661377,-32.40999984741211
6,105.9499969482422,-37.91396713256836,145.1377105712891,45.77999877929688,5.150000095367432,-30.20000076293945
7,105.9599990844727,-37.91396331787109,145.1377258300781,36.40000152587891,16.93000030517578,-28.56999969482422
8,105.9599990844727,-37.9139518737793,145.1377258300781,33.38000106811523,18.34000015258789,-27.65999984741211
9,105.9599990844727,-37.91394424438477,145.1377410888672,36.29999923706055,13.21000003814697,-29.31999969482422
10,105.9700012207031,-37.9139404296875,145.1377410888672,40.15000152587891,8.869999885559082,-31.30999946594238
11,105.9700012207031,-37.9139289855957,145.1377563476562,41.04999923706055,8.350000381469727,-31.5
12,105.9700012207031,-37.91392135620117,145.1377716064453,39.27999877929688,10.47999954223633,-30.88999938964844
13,105.9700012207031,-37.91390991210938,145.1377716064453,37.43999862670898,12.32999992370605,-30.48999977111816
14,105.9700012207031,-37.91390228271484,145.1377716064453,37.09999847412109,12.27999973297119,-30.51000022888184
15,105.9700012207031,-37.91389083862305,145.1377868652344,37.79000091552734,11.22999954223633,-30.95999908447266
16,105.9700012207031,-37.91388320922852,145.1378021240234,38.47999954223633,10.52000045776367,-31.29000091552734
17,105.9700012207031,-37.91387176513672,145.1378173828125,38.54000091552734,10.5600004196167,-31.3799991607666
18,105.9700012207031,-37.91386413574219,145.1378173828125,38.20000076293945,10.9399995803833,-31.29000091552734
19,105.9700012207031,-37.91385269165039,145.1378326416016,37.93999862670898,11.26000022888184,-31.27000045776367
20,105.9700012207031,-37.91384506225586,145.1378479003906,37.97999954223633,11.1899995803833,-31.29999923706055
21,105.9700012207031,-37.9138298034668,145.1378631591797,38.18999862670898,10.90999984741211,-31.47999954223633
22,105.9800033569336,-37.91382217407227,145.1378631591797,38.36000061035156,10.84000015258789,-31.64999961853027
23,105.9800033569336,-37.91381072998047,145.1378784179688,38.43999862670898,10.80000019073486,-31.64999961853027
24,105.9800033569336,-37.91379928588867,145.1378784179688,38.43999862670898,10.89000034332275,-31.61000061035156
25,105.9800033569336,-37.91378784179688,145.1378936767578,38.43000030517578,10.9399995803833,-31.72999954223633
26,105.9800033569336,-37.91377639770508,145.1379089355469,38.52000045776367,10.86999988555908,-31.73999977111816
27,105.9800033569336,-37.91376495361328,145.1379241943359,38.61000061035156,10.85000038146973,-31.78000068664551
28,105.9800033569336,-37.91375350952148,145.137939453125,38.66999816894531,10.77999973297119,-31.85000038146973
29,105.9800033569336,-37.91374588012695,145.137939453125,38.72000122070312,10.75,-31.8700008392334
30,105.9800033569336,-37.91373062133789,145.1379547119141,38.7400016784668,10.82999992370605,-31.8799991607666
31,105.9800033569336,-37.91372299194336,145.1379699707031,38.7599983215332,10.85999965667725,-31.95999908447266
32,105.9800033569336,-37.9137077331543,145.1379699707031,38.79999923706055,10.72999954223633,-31.90999984741211
33,105.9800033569336,-37.91370010375977,145.1379852294922,38.81000137329102,10.72000026702881,-32
34,105.9800033569336,-37.9136848449707,145.1380004882812,38.83000183105469,10.77000045776367,-32.06000137329102
35,105.9800033569336,-37.91367721557617,145.1380157470703,38.84999847412109,10.80000019073486,-32.02000045776367
36,105.9800033569336,-37.91366577148438,145.1380157470703,38.84999847412109,10.80000019073486,-32.0099983215332
37,105.9800033569336,-37.91365432739258,145.1380310058594,38.83000183105469,10.77999973297119,-32.04000091552734
38,105.9800033569336,-37.91364288330078,145.1380462646484,38.83000183105469,10.82999992370605,-32.16999816894531
39,105.9800033569336,-37.91362762451172,145.1380615234375,38.86999893188477,10.77999973297119,-32.15999984741211
40,105.9700012207031,-37.91361999511719,145.1380767822266,38.88000106811523,10.72999954223633,-32.15000152587891
41,105.9700012207031,-37.91360473632812,145.1380767822266,38.84999847412109,10.75,-32.06999969482422
42,105.9700012207031,-37.91359710693359,145.1380920410156,38.81000137329102,10.76000022888184,-32.04999923706055
43,105.9700012207031,-37.9135856628418,145.1380920410156,38.77000045776367,10.84000015258789,-32.16999816894531
44,105.9700012207031,-37.91357040405273,145.1381072998047,38.79999923706055,10.81999969482422,-32.13999938964844
45,105.9700012207031,-37.9135627746582,145.1381225585938,38.77999877929688,10.8100004196167,-32.13000106811523
46,105.9700012207031,-37.91354751586914,145.1381378173828,38.75,10.82999992370605,-32.15000152587891
47,105.9800033569336,-37.91353988647461,145.1381530761719,38.7400016784668,10.84000015258789,-32.15999984741211
48,105.9800033569336,-37.91352462768555,145.1381683349609,38.72999954223633,10.81999969482422,-32.16999816894531
49,105.9800033569336,-37.91351318359375,145.13818359375,38.72999954223633,10.84000015258789,-32.09999847412109
50,105.9800033569336,-37.91350555419922,145.13818359375,38.68000030517578,10.85000038146973,-32.22999954223633
51,105.9800033569336,-37.91349029541016,145.1381988525391,38.68000030517578,10.90999984741211,-32.20000076293945
52,105.9800033569336,-37.91348266601562,145.1382141113281,38.68000030517578,10.85000038146973,-32.15000152587891
53,105.9800033569336,-37.91346740722656,145.1382141113281,38.65999984741211,10.84000015258789,-32.15999984741211
