x,y,z
68.21650983951986,21.16435006307438,0.1570656937547028
67.48485572170466,21.674043754581362,0.0
67.25221295421943,21.836110156960785,0.3152046552859247
67.038430002518,21.98503820830956,0.6497185565531254
66.05615237681195,21.029615441337228,0.9833567831665277
65.62267127214,21.331592090427876,1.6453628512099385
65.19566509313881,21.62905810121447,2.3135151164606214
64.2178544709459,20.681240019388497,2.648029121104628
63.78437353251502,20.983216382097453,3.3100354257039726
62.5883133537136,20.176720283459872,3.978187862318009
61.39727988047525,19.377439138945192,4.6463403692469
60.757050598505884,19.823442349676043,5.648131410591304
59.56099082995206,19.01694503519684,6.316284087952226
59.1339848479256,19.31441023387015,6.9844368332996964
57.93792528193444,18.50791226979345,7.652589647099376
57.297696258407086,18.95391479227692,8.654381150379777
56.10018851980567,18.15914212912321,9.316388020291924
54.477123545948416,17.650107523892075,10.652694198768586
53.286091081332415,16.8508231472224,11.320847389753908
52.64586230739951,17.29682473745197,12.322639458812773
51.44980355119333,16.490324177313596,12.99079282162711
49.82673935638741,15.981287084519863,14.32709975214675
49.39973378088325,16.278750985860825,14.995253319852054
47.9954789779149,15.628001506906003,15.997045952826738
46.585638266056776,14.970425765961409,16.99971443321556
45.181383903604,14.319674968719482,18.001507374923676
44.54059599945322,14.76606479799375,19.004176163114607
43.3445382588543,13.959560994058847,19.672330209519714
41.715005511883646,13.455026677809656,21.00249714264646
41.28855991596356,13.752099638339132,21.66977570252493
39.67052389541641,13.250272613484412,23.006084413733333
38.47446676250547,12.443766858894378,23.67423887271434
36.85643121460453,11.941938325297087,25.010547994170338
35.660374492872506,11.135431437753141,25.678702658507973
35.02605705987662,11.577312258537859,26.687513986136764
33.62180436542258,10.926556087564677,27.689308415632695
32.98157686833292,11.372553749475628,28.69110299833119
31.358515755739063,10.863506814930588,30.02741314470768
30.162459635641426,10.056997733656317,30.695568319875747
28.54442547634244,9.555164782330394,32.031878877431154
27.348369769286364,8.748654568567872,32.70003425842151
25.944118223153055,8.097894817590714,33.70182961085811
25.30333148734644,8.54428079072386,34.704500812105834
23.894053732510656,7.886304591782391,35.70629647234455
23.04004482831806,8.481225425377488,37.04260805482045
21.843989722896367,7.674713014625013,37.710763949435204
20.225956945680082,7.172875642310828,39.047075944021344
19.029902250505984,6.3663621000014246,39.71523204399273
17.625651901587844,5.715598484501243,40.71702847350389
16.002593361772597,5.2065433310344815,42.05334108322859
15.575589175801724,5.5040027177892625,42.72149749053642
13.952530975453556,4.994946481194347,44.05781051097438
12.541811398230493,4.3486875938251615,45.05346627999097
11.345757722854614,3.54217097023502,45.72162299556658
9.727726696059108,3.0403279894962907,47.05793663486838
8.531673432793468,2.2338102334178984,47.72609355580062
7.677665591239929,2.8287269482389092,49.062407604418695
7.037439721170813,3.2747194236144423,50.06420547235757
5.632631433196366,2.6243400955572724,51.066879191901535
4.223356536123902,1.9663547151722014,52.06867736577988
2.8135222233831882,1.3087585284374654,53.07135139312595
1.4092742311768234,0.6579873654991388,54.07314987666905
0.0,0.0,55.07494851388037
